title_normalized,title_original,tmdb_id,year,director,tmdb_genres,tmdb_keywords,nanogenres,themes,overview,popularity,vote_average,lb_url
killers of the flower moon,Killers of the Flower Moon,466420,2023,Martin Scorsese,Crime|History|Drama,husband wife relationship|based on novel or book|war veteran|fbi|greed|oklahoma|manipulation|native american|based on true story|murder|tribunal|racism|series of murders|genocide|period drama|courtroom|guilt|true crime|oil industry|death of sister,,,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",9.6493,7.4,https://letterboxd.com/film/killers-of-the-flower-moon/
kinds of kindness,Kinds of Kindness,1029955,2024,Yorgos Lanthimos,Drama|Comedy,husband wife relationship|dark comedy|anthology|sexual violence|mental illness|questioning|moral dilemma|shocking|dramedy|absurdism|victim blaming|self-harm|greek tragedy|introspective|cannibalism|drugging someone|suspenseful|subjective|sexual content|sex cult,,,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a ",6.6215,6.497,https://letterboxd.com/film/kinds-of-kindness/
kingsman: the golden circle,Kingsman: The Golden Circle,343668,2017,Matthew Vaughn,Action|Adventure|Comedy|Crime,saving the world|spy|secret agent|europe|sequel|secret government organization|agent|statesman,,,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",7.9171,6.946,https://letterboxd.com/film/kingsman-the-golden-circle/
kingsman: the secret service,Kingsman: The Secret Service,207703,2015,Matthew Vaughn,Crime|Comedy|Action|Adventure,great britain|spy|secret organization|microchip|secret agent|training|based on comic|implant|united kingdom|duringcreditsstinger|global threat|abusive stepfather,,,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,9.6558,7.62,https://letterboxd.com/film/kingsman-the-secret-service/
klute,Klute,466,1971,Alan J. Pakula,Thriller|Mystery|Crime,new york city|prostitute|cat|obsession|audio tape|detective|junkie|pimp|conspiracy|psychologist|whodunit|missing person,,,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,2.4492,6.8,https://letterboxd.com/film/klute/
kneecap,Kneecap,1180629,2024,Rich Peppiatt,Music|Comedy|Drama,"hip-hop|based on true story|northern ireland|drug use|drugs|belfast, north ireland|irish music|rap|semi-fiction|irish language|gaelic",,,"When fate brings Belfast teacher JJ into the orbit of self-confessed ""low life scum"" Naoise and Liam Óg, the needle drops on a hip-hop act like no other. Rapping in their native Irish, they lead a movement to save their mother tongue.",2.2318,7.254,https://letterboxd.com/film/kneecap/
knives out,Knives Out,546554,2019,Rian Johnson,Comedy|Crime|Mystery,immigrant|detective|massachusetts|investigation|big family|mansion|whodunit|family home|murder mystery|neo-noir|privilege|suspenseful|excited,,,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and s",13.2967,7.84,https://letterboxd.com/film/knives-out/
knock at the cabin,Knock at the Cabin,631842,2023,M. Night Shyamalan,Horror|Mystery|Thriller,based on novel or book|sacrifice|faith|end of the world|apocalypse|home invasion|lgbt|aftercreditsstinger|adopted child|adopted daughter|gay theme|same sex relationship|religious symbolism|tense|defiant,,,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",3.9278,6.249,https://letterboxd.com/film/knock-at-the-cabin/
kpop demon hunters,KPop Demon Hunters,803796,2025,"Chris Appelhans, Maggie Kang",Fantasy|Music|Comedy|Animation,double life|loyalty|supernatural|affectation|musical|female friendship|female protagonist|demon|self-doubt|sing-along|girl power|duringcreditsstinger|demon hunter|girl group|boy band|fandom|reflective|k-pop|action comedy|found family,,,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",49.2674,8.0,https://letterboxd.com/film/kpop-demon-hunters/
kramer vs. kramer,Kramer vs. Kramer,12102,1979,Robert Benton,Drama,"husband wife relationship|marriage|custody battle|divorce|family|couple|selfishness|manhattan, new york city|child custody|abandonment|dramatic|parents separating|compassionate",,,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",3.4211,7.569,https://letterboxd.com/film/kramer-vs-kramer/
kubo and the two strings,Kubo and the Two Strings,313297,2016,Travis Knight,Animation|Adventure|Family,japan|samurai|magic|forgiveness|stop motion|storytelling|origami|feudal japan|mother son relationship,,,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his ow",6.2571,7.6,https://letterboxd.com/film/kubo-and-the-two-strings/
l'argent,L'Argent,42112,1983,Robert Bresson,Crime|Drama,"paris, france|capitalism|money|murder|serial killer|solitary confinement|atm|cash|forgery",,,"A forged 500-franc note is passed from person to person and shop to shop, until it falls into the hands of a genuine innocent who doesn't see it for what it is—which will have devastating consequences on his life.",1.6422,6.933,https://letterboxd.com/film/largent/
l'eclisse,L'Eclisse,21135,1962,Michelangelo Antonioni,Drama|Romance,capitalism|boredom|alienation|black and white|relationship|airplane trip|stock market|stock market crash|stock broker,,,"Vittoria is a beautiful literary translator living in Rome. After splitting from her writer boyfriend, Riccardo, Vittoria meets Piero, a lively stockbroker, on the hectic floor of the Roman stock exchange. Though Vittoria and Piero begin a relationship, it is not one without difficulties, and their ",1.5576,7.7,https://letterboxd.com/film/leclisse/
l.a. confidential,L.A. Confidential,2118,1997,Curtis Hanson,Crime|Mystery|Thriller|Drama,corruption|based on novel or book|call girl|shotgun|detective|femme fatale|domestic violence|whodunit|corpse|district attorney|movie star|good cop bad cop|angry|aggressive|neo-noir|zealous|1950s|vindictive|admiring|approving,,,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,6.6539,7.8,https://letterboxd.com/film/l-a-confidential/
la chimera,La Chimera,837335,2023,Alice Rohrwacher,Drama|Fantasy|Comedy,magic realism|burlesque|archeology|englishman abroad|1980s|complex|playful|tomb raiding|compassionate|enchant|exuberant|joyful|chimera,,,"Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.",2.2741,7.289,https://letterboxd.com/film/la-chimera/
la chinoise,La Chinoise,1629,1967,Jean-Luc Godard,Drama|Comedy,"suicide|paris, france|based on novel or book|capitalism|politics|roommates|terrorism|communism|class struggle|maoism|experimental cinema|marxism",,,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.",1.7659,6.911,https://letterboxd.com/film/la-chinoise/
la cocina,La Cocina,966238,2024,Alonso Ruizpalacios,Drama|Comedy,new york city|immigration|restaurant|times square|abortion|kitchen,,,"In the sweltering back kitchen of a Times Square restaurant, undocumented cook Pedro is caught between mounting pressures at work and a complicated romance with waitress Julia. When money goes missing, suspicion spreads, igniting tensions that threaten to upend the fragile hopes of the staff.",1.8152,6.9,https://letterboxd.com/film/la-cocina/
la haine,La Haine,406,1995,Mathieu Kassovitz,Drama,"police brutality|hip-hop|paris, france|socially deprived family|breakdance|ghetto|male friendship|street riots|racism|black and white|rebellious youth|xenophobia|housing project|ethnic diversity|riot police|day in a life|frantic|skinheads|paris suburb|gun death",,,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",6.5423,8.085,https://letterboxd.com/film/la-haine/
la jetée,La Jetée,662,1962,Chris Marker,Drama|Romance|Science Fiction,"paris, france|nuclear war|post-apocalyptic future|paris orly airport|time travel|radioactivity|black and white|short film",,,A man confronts his past during an experiment that attempts to find a solution to the problems of a post-apocalyptic world caused by a world war.,1.9685,7.879,https://letterboxd.com/film/la-jet-e/
la joia: bad gyal,La Joia: Bad Gyal,1357542,2024,David Camarero,Documentary,,,,"Following how La Joia, Bad Gyal's first album, was made, a path full of lights and shadows in which a diamond in the rough ends up becoming a real jewel.",0.315,5.5,https://letterboxd.com/film/la-joia-bad-gyal/
la la land,La La Land,313369,2016,Damien Chazelle,Comedy|Drama|Romance,"dancing|dance|jazz|musical|ambition|casting|coffee shop|jazz club|traffic jam|hollywood|los angeles, california|pianist|pier|audition|valentine's day|planetarium|aspiring actor|movie set|sunset|one-woman show",,,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked",16.4632,7.898,https://letterboxd.com/film/la-la-land/
lady bird,Lady Bird,391713,2017,Greta Gerwig,Drama|Comedy,friendship|loss of virginity|coming of age|teen angst|high school graduation|teenage girl|best friend|loss of job|high school student|catholic school|first love|semi autobiographical|sacramento|woman director|father daughter relationship|mother daughter relationship|college applications|2000s|inspirational,,,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",7.1325,7.252,https://letterboxd.com/film/lady-bird/
lamb,LaMB,419349,2009,"Ryosuke Tei, Thomas Chou",,,,,"The film tells the story of a futuristic inhabited planet that has seemingly perfected a system of justice and imprisonment, called “Lamination”. Individuals convicted of serious crimes are encased in laminated suits, which results in virtual slavery. The criminals are referred to as “LaMBs”. The pr",0.7562,4.0,https://letterboxd.com/film/lamb/
land of mine,Land of Mine,335578,2015,Martin Zandvliet,War|Drama|History,beach|prisoner of war|post world war ii|land mine|1940s|minefield|sudden death|boy soldier|meager rations,,,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the co",2.3146,7.806,https://letterboxd.com/film/land-of-mine/
late night with the devil,Late Night with the Devil,938614,2024,"Cameron Cairnes, Colin Cairnes",Horror,new york city|talk show|1970s|supernatural|halloween|possession|hallucination|hypnosis|gore|cancer|devil|evil|hypnotism|dream sequence|demonic possession|macabre|found footage|satanic cult|television broadcast|death of wife,,,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",6.7407,7.11,https://letterboxd.com/film/late-night-with-the-devil/
le cercle rouge,Le Cercle Rouge,11657,1970,Jean-Pierre Melville,Crime|Thriller,"prison|corruption|paris, france|escape|police|pimp|ex-cop|heist|thief|gang|murderer|criminal|convict|sharpshooter|alcoholic|jewelry heist|police commissioner|former police officer",,,"When French criminal Corey gets released from prison, he resolves to never return. He is quickly pulled back into the underworld, however, after a chance encounter with escaped murderer Vogel. Along with former policeman and current alcoholic Jansen, they plot an intricate jewel heist. All the while",2.0508,7.6,https://letterboxd.com/film/le-cercle-rouge/
le samouraï,Le Samouraï,5511,1967,Jean-Pierre Melville,Crime|Thriller|Drama,"paris, france|police|hitman|jazz club|treason|stakeout|french noir|contract killer|mysterious|professional assassin|neo-noir|complex relationship|bitter|ominous",,,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",3.8604,7.768,https://letterboxd.com/film/le-samoura/
le trou,Le Trou,29259,1960,Jacques Becker,Drama|Thriller|Crime,prison|escape|black and white|urination|warden|manhole|toothbrush|tunnel|hourglass|neo-noir|prisão,,,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed p",4.9082,8.2,https://letterboxd.com/film/le-trou/
legally blonde,Legally Blonde,8835,2001,Robert Luketic,Comedy,father murder|blonde|superficiality|beauty salon|law school|murder|cynical|girl power|toy dog|chihuahua dog|blonde stereotype|proving oneself|murder confession,,,"Fashionable sorority queen Elle Woods has it all, but, she wants nothing more than to be Mrs. Warner Huntington III. But he dumps her before heading to Harvard Law School. Elle rallies all of her resources and gets into Harvard, determined to win him back. While there, she figures out that there is ",8.9791,6.807,https://letterboxd.com/film/legally-blonde/
"legally blonde 2: red, white & blonde","Legally Blonde 2: Red, White & Blonde",10327,2003,Charles Herman-Wurmfeld,Comedy|Romance,"washington dc, usa|politics|boston, massachusetts|chambers of a barrister|blonde|sequel|beauty salon|animal rights|lawyer|toy dog|animal testing|chihuahua dog|blonde stereotype",,,"Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",4.937,5.712,https://letterboxd.com/film/legally-blonde-2-red-white-blonde/
les misérables,Les Misérables,82695,2012,Tom Hooper,History|Drama,rebellion|army|robbery|france|based on novel or book|love triangle|love at first sight|brothel|mayor|french revolution|musical|arrest|based on play or musical|barricade|wedding|prostitution|falling in love|corpse|parole|convict,,,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the s",10.0271,7.308,https://letterboxd.com/film/les-mis-rables/
let it snow,Let It Snow,295151,2019,Luke Snellin,Romance|Comedy,based on novel or book|pig|holiday|teen movie|snow|blizzard|lgbt|multiple storylines|christmas spirit|christmas|christmas eve,,,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",1.8275,6.076,https://letterboxd.com/film/let-it-snow/
lethal weapon,Lethal Weapon,941,1987,Richard Donner,Action|Thriller|Crime,"showdown|police|self-destruction|mixed martial arts (mma)|los angeles, california|police detective|ex soldier|buddy cop|lapd|buddy comedy|maverick cop|homicide detective|christmas|death of wife|action hero|shooting|cops|intense",,,A veteran cop and an unstable detective become partners who must put their differences aside in order to bring down a heroin-smuggling ring run by ex-Special Forces.,10.3813,7.287,https://letterboxd.com/film/lethal-weapon/
letters to juliet,Letters to Juliet,37056,2010,Gary Winick,Comedy|Drama|Romance,italy|letter|romcom|romance|american abroad|boyfriend girlfriend relationship|italian stereotype|verona italy|quest|romantic,,,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",4.3659,6.998,https://letterboxd.com/film/letters-to-juliet/
licorice pizza,Licorice Pizza,718032,2021,Paul Thomas Anderson,Drama|Comedy|Romance,high school|california|jealousy|1970s|bed|mattress shop|politician|coming of age|love|teenage love|former child star|young love|san fernando valley|pinball machine|self confidence|young entrepreneur|closeted homosexual|brother brother relationship|jewish|age-gap relationship,,,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",5.5616,6.954,https://letterboxd.com/film/licorice-pizza/
life is beautiful,Life Is Beautiful,637,1997,Roberto Benigni,Comedy|Drama,dying and death|bookshop|love of one's life|nazi|self sacrifice|loss of loved one|italy|riddle|mass murder|concentration camp|fascism|holocaust (shoah)|world war ii|deportation|jew persecution|story teller|riding a bicycle|national socialism|dark comedy|charade,,,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole t,12.4836,8.44,https://letterboxd.com/film/life-is-beautiful/
life itself,Life Itself,446696,2018,Dan Fogelman,Drama|Romance,pregnancy|family relationships|theme song|estranged couple|intercultural relationship|unreliable narrator|traumatic accident|traumatic childhood|expecting|psychiatric treatment,,,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",2.2866,7.2,https://letterboxd.com/film/life-itself/
like father,"Like Father, Like Son",177945,2013,Hirokazu Kore-eda,Drama,parent child relationship|identity|redemption|family relationships|parenthood|class differences|childhood|lost child|moral dilemma|eating with chopsticks|father son relationship|social inequality,,,Ryota Nonomiya is a successful businessman driven by money. He learns that his biological son was switched with another child after birth. He must make a life-changing decision and choose his true son or the boy he raised as his own.,3.5817,7.697,https://letterboxd.com/film/like-father/
little miss sunshine,Little Miss Sunshine,773,2006,"Valerie Faris, Jonathan Dayton",Comedy|Drama,california|husband wife relationship|sibling relationship|literature professor|family's daily life|highway|beauty contest|beauty queen contest|dysfunctional family|road trip|family relationships|family holiday|road movie|woman director,,,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",6.3266,7.691,https://letterboxd.com/film/little-miss-sunshine/
little monsters,Little Monsters,15138,1989,Richard Greenberg,Adventure|Fantasy|Comedy|Family,friendship|monster|bed,,,A young boy is scared of the monster under his bed. He asks his 6th grade brother to swap rooms for the night as a bet that the monster really exists. Soon the brother becomes friends with the monster and discovers a whole new world of fun and games under his bed where pulling pranks on kids and oth,1.8462,5.8,https://letterboxd.com/film/little-monsters/
little shop of horrors,Little Shop of Horrors,10776,1986,Frank Oz,Horror|Comedy,assistant|investigation|solar eclipse|florist|aggression|nerd|bloodthirstiness|plant|success|musical|based on play or musical|blonde|carnivorous plant|laughing gas|remake|crush|animated scene|puppetry|creature|motorcycle,,,"Seymour Krelborn is a nerdy orphan working at Mushnik's; a flower shop in urban Skid Row. He harbors a crush on fellow co-worker, Audrey Fulquard, and is berated by Mr. Mushnik daily. One day, Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a crav",3.8922,6.961,https://letterboxd.com/film/little-shop-of-horrors/
little women,Little Women,331482,2019,Greta Gerwig,Drama|Romance,new york city|sibling relationship|based on novel or book|massachusetts|coming of age|remake|period drama|american civil war|christmas|19th century|sister sister relationship|female writer|1860s|sisters,,,Four sisters come of age in America in the aftermath of the Civil War.,7.7756,7.855,https://letterboxd.com/film/little-women/
live flesh,Live Flesh,267,1997,Pedro Almodóvar,Drama|Romance|Thriller,"adultery|adolescence|prostitute|sexual abuse|drug abuse|sexual obsession|madrid, spain|paraplegic|bus|pregnancy|imprisonment|erotic thriller|romantic thriller",,,"When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at n",2.2211,7.038,https://letterboxd.com/film/live-flesh/
"lock, stock and two smoking barrels","Lock, Stock and Two Smoking Barrels",100,1998,Guy Ritchie,Comedy|Crime,ambush|joint|alcohol|shotgun|tea|machismo|rifle|cocktail|pot smoking|marijuana|hatchet|antique|cardsharp|anger|carjacking|piano|strip show|high stakes|excited,,,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,2.7316,8.097,https://letterboxd.com/film/lock-stock-and-two-smoking-barrels/
lolita,Lolita,9769,1997,Adrian Lyne,Drama|Romance,jealousy|based on novel or book|police|obsession|professor|blackmail|seduction|road trip|teacher|love|murder|older man younger woman relationship|lust|desire|illness|underage|voyeurism|flirtation|virginity|sex with a minor,,,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",18.0618,7.107,https://letterboxd.com/film/lolita/
lone survivor,Lone Survivor,193756,2013,Peter Berg,War|Action|Drama,based on novel or book|fight|afghanistan|biography|based on true story|taliban|survival|u.s. navy seal|military|dangerous mission|soldiers|bold,,,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the fin",7.5137,7.429,https://letterboxd.com/film/lone-survivor/
longlegs,Longlegs,1226578,2024,Osgood Perkins,Crime|Horror|Mystery,"homicide|fbi|religion and supernatural|haunting|satanism|barn|satanist|code|oregon, usa|flashback|murder|serial killer|religion|female protagonist|corpse|series of murders|violent death|killing spree|catholic|death",,,"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives",10.0297,6.529,https://letterboxd.com/film/longlegs/
lost highway,Lost Highway,638,1997,David Lynch,Drama|Thriller|Mystery,prison|pornography|jealousy|dreams|dual identity|nightmare|police|sexual frustration|gangster|insanity|paranoia|prison cell|eroticism|bedroom|violent husband|headache|motel|transformation|death row|jazz singer or musician,,,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.",5.2802,7.538,https://letterboxd.com/film/lost-highway/
lost in translation,Lost in Translation,153,2003,Sofia Coppola,Drama|Comedy|Romance,"hotel room|adultery|japan|unsociability|upper class|pop star|age difference|photographer|commercial|karaoke|homesickness|culture clash|jet lag|midlife crisis|melancholy|loneliness|tokyo, japan|older man younger woman relationship|unlikely friendship|aftercreditsstinger",,,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",10.6874,7.383,https://letterboxd.com/film/lost-in-translation/
love & death,Azumi 2: Death or Love,5890,2005,Shusuke Kaneko,Action,assassin|assassination|based on manga,,,"Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.",1.5894,6.6,https://letterboxd.com/film/love-death/
love actually,Love Actually,508,2003,Richard Curtis,Comedy|Romance|Drama,"london, england|usa president|rock star|school performance|love at first sight|holiday|war on terror|marseille, france|office|christmas party|language barrier|prime minister|press conference|bars and restaurants|valentine's day|heathrow airport|multiple storylines|christmas|lighthearted",,,Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,8.2729,7.096,https://letterboxd.com/film/love-actually/
love exposure,Love Exposure,28422,2008,Sion Sono,Action|Comedy|Drama|Romance,kung fu|transvestite|underwear|cult|love|cross dressing|porn industry|tough girl|philosophical|japanese girl hero|complex|absurd|intense|romantic|optimistic,,,"The story of a teenage boy called Yu, who falls for Yoko, a girl he runs into while working as an upskirt photographer in an offshoot of the porn industry. His attempts to woo her are complicated by a spot of cross-dressing – which convinces Yoko that she is lesbian – dalliances with kung-fu and cri",5.0274,8.0,https://letterboxd.com/film/love-exposure/
love lies bleeding,Love Lies Bleeding,948549,2024,Rose Glass,Crime|Romance|Thriller,homicide|blackmail|fbi|new mexico|eroticism|bisexuality|american dream|addiction|bodybuilder|steroids|murder|dirty cop|female protagonist|las vegas|brutality|crime family|gym|lgbt|estranged father|fitness,,,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",5.7556,6.559,https://letterboxd.com/film/love-lies-bleeding/
"love, divided","Love, Divided",1005681,2024,Patricia Font,Romance|Comedy,romcom|remake,,,Valentina is a young pianist starting over. Her neighbor David is an inventor who hates noise. And a paper-thin wall is about to become their matchmaker.,0.8844,6.6,https://letterboxd.com/film/love-divided/
"love, simon","Love, Simon",449176,2018,Greg Berlanti,Comedy|Drama|Romance,coming out|sexual identity|high school|based on novel or book|sexuality|class|coming of age|bully|love|teen movie|male homosexuality|lgbt|lgbt teen|based on young adult novel|gay theme|boys' love (bl)|appreciative,,,"Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online.",5.0833,7.976,https://letterboxd.com/film/love-simon/
lux æterna,Lux Æterna,599377,2020,Gaspar Noé,Drama|Thriller,avant-garde,,,"Charlotte Gainsbourg agrees to play a witch condemned to be burned at the stake in the first film directed by Béatrice Dalle. But the chaotic production, technical problems, and psychotic breakdowns gradually plunge the shoot into a chaos of pure light.",1.2268,6.099,https://letterboxd.com/film/lux-terna/
léon: the professional,Léon: The Professional,101,1994,Luc Besson,Crime|Drama|Action,hotel room|new york city|immigrant|assassin|police brutality|corruption|s.w.a.t.|hitman|loss of loved one|gangster|training|revenge|murder|loneliness|neighbor|tragic love|city life|neo-noir|complex relationship|suspenseful,,,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon",19.4554,8.295,https://letterboxd.com/film/l-on-the-professional/
mad god,Mad God,846867,2021,Phil Tippett,Animation|Fantasy|Horror|Science Fiction,assassin|bomb|surrealism|exploration|stop motion|adult animation|disturbed|alchemist|war|underworld,,,"A figure known as ""The Assassin"" descends from the heavens into a nightmarish pit full of monsters, titans, and cruelty.",2.5899,6.832,https://letterboxd.com/film/mad-god/
mad max: fury road,Mad Max: Fury Road,76341,2015,George Miller,Action|Adventure|Science Fiction,rescue|future|australia|chase|dystopia|post-apocalyptic future|survival|on the run|on the road|desert|convoy|peak oil|dark future|car|intense,,,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",18.294,7.632,https://letterboxd.com/film/mad-max-fury-road/
mads,MadS,1262983,2024,David Moreau,Horror|Thriller,paranoia|surreal|drugs|phone call|bad trip|party|teenager|violence,,,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman, and the night takes a surreal turn.",3.6582,6.529,https://letterboxd.com/film/mads/
magnolia,Magnolia,334,1999,Paul Thomas Anderson,Drama,dying and death|daughter|farewell|regret|unsociability|chance|becoming an adult|parent child relationship|suicide attempt|loss of loved one|child prodigy|reconciliation|san fernando valley|multiple storylines|frog|bewildered|ensemble cast,,,"On one random day in the San Fernando Valley, a dying father, a young wife, a male caretaker, a famous lost son, a police officer in love, a boy genius, an ex-boy genius, a game show host and an estranged daughter will each become part of a dazzling multiplicity of plots, but one story.",6.7476,7.732,https://letterboxd.com/film/magnolia/
mamma mia!,Mamma Mia!,11631,2008,Phyllida Lloyd,Comedy|Romance,"single parent|parent child relationship|greece|musical|romcom|based on play or musical|unknown father|single mother|based on song, poem or rhyme|hotel manager|young love|greek island|duringcreditsstinger|woman director|imminent wedding|mother daughter relationship|jukebox musical|past history|daughter's wedding|abba",,,A spirited young bride-to-be living with her single mother on a small Greek island secretly invites three of her mother's ex-boyfriends in hope of finding her biological father to walk her down the aisle.,9.5764,6.974,https://letterboxd.com/film/mamma-mia/
mamma mia! here we go again,Mamma Mia! Here We Go Again,458423,2018,Ol Parker,Comedy|Romance,greece|musical|sequel|greek island|aftercreditsstinger|estranged mother|long lost love|jukebox musical|estranged grandparent|abba|celebratory|joyful|vibrant,,,"Five years after meeting her three fathers, Sophie Sheridan prepares to open her mother’s hotel. In 1979, young Donna Sheridan meets the men who each could be Sophie’s biological father.",3.9998,7.079,https://letterboxd.com/film/mamma-mia-here-we-go-again/
