user_idx,movie_idx,weight,user_id,movie_title
0,156,0.157152,letterboxd-mariohervas-2026-03-04-17-51-utc,dancer in the dark
0,305,0.118512,letterboxd-mariohervas-2026-03-04-17-51-utc,i hired a contract killer
0,642,0.122473,letterboxd-mariohervas-2026-03-04-17-51-utc,the coffee table
0,350,0.122473,letterboxd-mariohervas-2026-03-04-17-51-utc,kinds of kindness
0,453,0.020468,letterboxd-mariohervas-2026-03-04-17-51-utc,nina
0,371,0.14367,letterboxd-mariohervas-2026-03-04-17-51-utc,le samouraï
0,273,0.14367,letterboxd-mariohervas-2026-03-04-17-51-utc,gummo
0,341,0.103185,letterboxd-mariohervas-2026-03-04-17-51-utc,julien donkey-boy
0,687,0.165096,letterboxd-mariohervas-2026-03-04-17-51-utc,the human condition i: no greater love
0,688,0.166004,letterboxd-mariohervas-2026-03-04-17-51-utc,the human condition ii: road to eternity
0,583,0.146452,letterboxd-mariohervas-2026-03-04-17-51-utc,speak no evil
0,81,0.125875,letterboxd-mariohervas-2026-03-04-17-51-utc,beetlejuice
0,82,0.125875,letterboxd-mariohervas-2026-03-04-17-51-utc,beetlejuice beetlejuice
0,153,0.104895,letterboxd-mariohervas-2026-03-04-17-51-utc,cure
0,724,0.19037,letterboxd-mariohervas-2026-03-04-17-51-utc,the messiah
0,771,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,the teachers' lounge
0,342,0.063805,letterboxd-mariohervas-2026-03-04-17-51-utc,jumanji: the next level
0,588,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,spree
0,231,0.148879,letterboxd-mariohervas-2026-03-04-17-51-utc,feels good man
0,71,0.085074,letterboxd-mariohervas-2026-03-04-17-51-utc,bad boys for life
0,772,0.170148,letterboxd-mariohervas-2026-03-04-17-51-utc,the texas chain saw massacre
0,762,0.063805,letterboxd-mariohervas-2026-03-04-17-51-utc,the social dilemma
0,602,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,symbiopsychotaxiplasm: take one
0,758,0.170148,letterboxd-mariohervas-2026-03-04-17-51-utc,the shawshank redemption
0,526,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,richard jewell
0,760,0.191416,letterboxd-mariohervas-2026-03-04-17-51-utc,the skin i live in
0,502,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,possessor
0,838,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,videodrome
0,133,0.127611,letterboxd-mariohervas-2026-03-04-17-51-utc,citizen kane
0,813,0.170614,letterboxd-mariohervas-2026-03-04-17-51-utc,transformers one
0,812,0.128312,letterboxd-mariohervas-2026-03-04-17-51-utc,transformers
0,824,0.21621,letterboxd-mariohervas-2026-03-04-17-51-utc,twin peaks: the return
0,412,0.196195,letterboxd-mariohervas-2026-03-04-17-51-utc,megalopolis
0,369,0.131155,letterboxd-mariohervas-2026-03-04-17-51-utc,late night with the devil
